-0.005577,-0.000447,0.999984
0.066153,0.672730,0.736924
-0.811605,-0.282773,-0.511211
-0.259946,0.962075,0.082700
-0.642115,-0.763802,-0.065534
-0.373649,0.737869,0.562082
-0.331898,-0.263001,0.905911
0.901450,-0.243757,-0.357729
-0.815452,-0.454368,-0.358593
-0.152896,0.469884,-0.869386
0.075731,0.969524,0.232996
0.122099,0.991758,-0.038833
0.655844,0.362928,-0.661931
0.363853,-0.033447,0.930856
0.127554,-0.431444,0.893077
0.471678,0.879768,-0.059400
-0.391710,0.854046,-0.342299
0.170789,0.037241,0.984604
-0.193273,0.953036,0.233169
0.481981,-0.131116,0.866316
-0.976343,-0.139713,0.165028
-0.312001,-0.873567,-0.373545
-0.559119,-0.809764,-0.177953
0.129930,-0.491951,-0.860873
0.695587,-0.191917,-0.692334
0.765107,-0.641647,-0.053858
-0.109932,0.567401,0.816070
-0.502778,-0.807744,-0.307838
0.955060,-0.244206,0.168001
-0.666988,0.627069,-0.402381
0.429635,0.376777,-0.820642
0.222901,-0.821781,-0.524396
0.011323,-0.879862,0.475094
-0.197311,-0.376716,0.905071
-0.483570,-0.737036,-0.472164
0.887847,0.306126,0.343532
0.539263,0.799264,-0.265277
0.773418,0.372611,-0.512821
0.170002,-0.081416,-0.982075
-0.225089,0.936376,0.269323
0.177376,-0.844145,0.505922
-0.012567,0.261578,-0.965101
0.449978,0.774086,-0.445321
-0.011803,0.862035,-0.506712
-0.663808,0.683759,-0.303037
0.512908,0.080845,0.854628
0.393498,0.880823,-0.263269
0.548022,-0.328137,-0.769414
0.519157,-0.723763,0.454580
-0.302885,-0.944503,0.127177
0.428542,0.729571,-0.532990
0.745003,0.665573,0.044536
-0.712017,0.466886,0.524451
0.891600,0.048802,0.450186
-0.094882,0.954868,0.281470
-0.331725,-0.667150,0.666986
0.981517,-0.189463,0.026965
0.550908,-0.252939,-0.795313
-0.316273,-0.479757,-0.818416
0.147944,0.453539,0.878871
-0.199991,0.552293,-0.809306
0.890407,0.455076,-0.009046
0.542183,-0.839629,-0.032584
0.925828,-0.108843,0.361934
0.224346,-0.048853,-0.973284
-0.983327,0.181449,0.012047
-0.711924,0.523842,0.467711
-0.360273,-0.447443,0.818534
0.417243,-0.154717,-0.895528
0.276726,0.443467,0.852502
-0.960500,0.278278,-0.001414
0.466550,0.853604,0.231716
0.002554,-0.895111,0.445836
0.414480,-0.378453,-0.827635
-0.878099,-0.474766,-0.059495
-0.522091,0.849920,0.071108
0.023420,0.470742,-0.881960
0.082090,-0.428443,0.899832
-0.583402,-0.621356,-0.523029
-0.628680,-0.559214,-0.540409
0.520385,0.547122,-0.655635
0.420119,-0.511953,0.749269
-0.219233,0.120003,0.968265
0.441525,-0.814244,-0.376911
-0.396531,0.548032,-0.736494
0.228451,0.938448,-0.259087
0.880708,0.033831,-0.472449
-0.263213,-0.852922,-0.450824
-0.042380,-0.019268,-0.998916
0.577042,-0.251137,-0.777144
0.833661,-0.142371,0.533610
-0.883246,-0.264257,0.387356
0.643487,0.705081,0.297970
0.972761,-0.230284,-0.026547
0.263835,0.947198,-0.182227
0.607081,0.390691,-0.691963
-0.779998,-0.600570,0.175838
-0.379357,-0.624156,-0.683021
-0.719720,0.518792,0.461365
0.510660,-0.842967,0.169211
0.395809,0.915297,-0.074608
0.983406,-0.169690,0.064165
0.831086,-0.358025,0.425575
0.701438,-0.306745,0.643345
-0.065916,0.718342,0.692560
-0.982567,-0.118424,-0.143310
-0.456337,0.652656,-0.604811
0.342295,-0.103339,0.933892
-0.212372,-0.974757,-0.068900
-0.897782,0.440429,0.003040
-0.406493,-0.073142,-0.910722
-0.192596,-0.846351,-0.496585
-0.072853,-0.991350,-0.109168
0.614817,0.106286,-0.781475
0.776819,-0.578103,-0.249699
-0.405394,-0.606376,-0.684079
0.597672,-0.423977,0.680465
-0.685217,-0.447695,0.574497
-0.820114,-0.378170,-0.429420
0.087039,0.667898,0.739145
0.437690,0.373191,0.818019
-0.839555,-0.303159,0.450824
-0.097520,0.049520,0.994001
-0.491925,-0.853597,0.171413
0.063418,-0.317166,0.946247
0.571376,0.705289,-0.419639
-0.439915,0.198642,-0.875795
0.830351,-0.199828,0.520178
-0.149838,0.755142,0.638208
-0.224848,-0.903480,0.364921
0.196788,-0.601853,-0.773981
-0.889706,-0.340494,-0.304117
0.205034,0.684762,0.699330
-0.900310,-0.240618,-0.362692
0.871080,0.434818,0.228371
-0.919152,0.323630,0.224549
0.905536,-0.424270,0.000518
0.697633,-0.127969,0.704934
-0.148896,-0.973357,-0.174373
0.179552,0.700051,-0.691151
0.568083,0.802996,-0.180217
0.059537,-0.408493,-0.910818
-0.754441,0.646690,-0.112292
0.641774,-0.304855,0.703697
0.035089,-0.253837,-0.966610
-0.362635,-0.913894,0.182467
0.248933,-0.651813,0.716360
0.811552,0.569681,-0.129797
0.438766,0.749479,0.495747
0.991972,0.124354,0.022971
-0.849145,-0.523237,0.071939
-0.121773,-0.367065,-0.922190
-0.560921,0.354902,0.747938
-0.798783,-0.036915,0.600486
0.915022,0.179029,0.361501
0.481819,-0.837262,-0.258538
0.623268,0.232728,0.746576
0.852883,-0.425535,-0.302507
0.909517,0.337046,-0.243268
-0.221663,0.763841,-0.606146
0.015954,0.863372,0.504316
-0.464528,0.884303,0.047136
-0.884509,-0.410657,0.221372
0.305751,0.744496,0.593499
-0.249341,0.219338,0.943250
-0.418337,-0.423825,-0.803347
0.343615,-0.927533,0.147005
-0.092817,0.691946,0.715958
-0.403702,0.189860,-0.894974
-0.824161,-0.537200,0.179374
-0.339495,-0.583657,0.737623
0.631121,0.082390,-0.771297
0.062067,0.575203,0.815653
0.097807,0.730749,0.675603
0.284216,-0.428107,0.857873
0.932195,-0.241822,0.269322
0.803702,0.331874,0.493885
-0.682078,-0.046787,0.729781
-0.261158,-0.781725,-0.566306
0.307413,-0.947369,0.089385
-0.875957,-0.376998,0.300952
-0.611234,-0.785679,0.095400
-0.258933,-0.742406,-0.617889
-0.422435,-0.276003,-0.863349
-0.871312,-0.385783,-0.303292
-0.785896,0.240903,0.569503
0.658746,-0.661090,-0.359185
-0.403329,0.410435,-0.817844
-0.094378,0.861013,0.499749
0.169799,-0.671036,-0.721720
0.322919,0.944680,0.057475
-0.347146,-0.937735,-0.011912
0.578850,-0.790327,-0.200787
0.203277,0.745183,-0.635123
-0.680633,0.524324,-0.511687
-0.354782,-0.931895,0.075510
0.130268,0.410000,-0.902735
0.520778,-0.811365,-0.265477
-0.676800,-0.726098,0.121339
-0.385062,0.655754,-0.649395
0.920308,0.100885,-0.377962
0.851023,0.334977,-0.404413
0.202991,0.097732,-0.974291
-0.000087,0.417167,-0.908830
-0.241856,0.669286,-0.702539
-0.336494,0.842152,0.421368
-0.904287,-0.420312,-0.074851
-0.523463,0.851559,-0.028869
0.541832,0.278136,0.793132
-0.858746,-0.482691,0.171943
-0.079054,0.984992,-0.153433
0.649771,-0.102908,-0.753131
0.574735,-0.809505,0.119923
-0.120583,-0.879957,-0.459495
0.659119,-0.141911,-0.738527
-0.065384,-0.899844,-0.431285
0.112748,0.790922,-0.601441
0.906668,-0.085593,-0.413071
0.137851,0.864460,-0.483432
0.008150,-0.273578,0.961815
0.542507,-0.331067,-0.772062
-0.565826,0.823009,-0.049975
0.509218,-0.857506,0.073355
-0.234165,-0.434674,0.869612
-0.892677,0.144679,-0.426845
-0.282766,-0.958934,0.022114
0.162934,0.927894,-0.335358
0.212708,-0.906746,-0.364098
-0.651303,-0.463395,0.600891
-0.309733,-0.457963,-0.833268
-0.600499,-0.322366,-0.731765
-0.419166,0.464587,-0.780037
-0.102315,0.990861,-0.087897
0.688666,-0.070838,0.721610
0.404651,-0.909063,0.099305
-0.205079,0.006330,-0.978725
0.791264,-0.224084,0.568936
0.304474,-0.946383,0.107953
0.595923,-0.713482,0.368535
-0.763771,-0.644821,-0.029319
0.639716,0.092639,-0.763008
-0.387629,-0.913899,0.120549
0.261414,0.963040,0.064936
-0.069594,-0.786778,-0.613300
-0.037663,0.962212,0.269684
-0.654208,0.489005,0.576962
-0.059181,-0.005285,-0.998233
-0.024639,-0.720717,0.692791
0.504575,-0.822979,-0.260977
-0.940977,0.245790,-0.232701
0.045171,0.018393,0.998810
-0.027062,0.052731,0.998242
0.762491,0.346009,-0.546704
-0.888377,-0.063725,-0.454670
0.889927,0.277925,0.361645
-0.272933,-0.947856,0.164553
-0.300020,0.881346,-0.364988
-0.787866,0.498856,-0.361124
-0.556957,-0.585079,0.589476
0.095441,0.733606,-0.672840
-0.325164,-0.848338,-0.417841
0.379209,0.651156,-0.657416
0.396231,0.430625,0.810902
0.484388,0.256114,0.836525
0.848363,0.038552,-0.528010
-0.950110,0.173594,-0.259144
0.668275,0.475275,0.572296
-0.528224,-0.626704,0.572906
0.469497,-0.278446,0.837878
0.817986,0.530526,0.222354
0.379612,0.195196,-0.904319
-0.406704,0.182772,-0.895090
-0.077725,-0.972332,0.220293
0.647946,-0.605903,0.461571
0.201768,-0.900874,-0.384338
-0.650705,-0.624516,0.431930
-0.788677,0.267153,-0.553732
0.525349,-0.633791,-0.567730
-0.787953,-0.595887,0.155080
-0.888152,0.146156,0.435688
0.142274,0.777904,0.612065
0.144967,-0.154069,0.977368
-0.053842,-0.785628,0.616352
0.059646,0.249750,-0.966472
-0.457565,-0.727049,0.511892
-0.235947,-0.731731,-0.639452
0.491400,-0.479444,0.727090
0.900284,0.384693,0.203713
0.405304,0.891581,-0.202020
-0.737170,0.197370,0.646239
-0.100852,-0.747370,-0.656709
-0.703380,0.191479,0.684538
-0.210456,-0.058121,-0.975874
-0.043017,0.873087,0.485663
-0.779949,0.328331,0.532802
-0.241285,-0.554085,0.796725
-0.454776,-0.691561,0.561179
0.071286,0.960377,-0.269435
-0.848607,-0.355232,-0.392015
0.770382,-0.242807,-0.589540
-0.221571,0.892671,-0.392486
-0.832573,-0.225626,-0.505881
-0.746920,0.571981,-0.339041
-0.646760,0.714484,-0.266860
-0.262427,-0.379674,0.887119
-0.978288,0.066080,-0.196433
0.698752,0.462220,0.545985
-0.030700,0.931500,0.362444
0.652900,-0.643418,-0.399669
-0.229922,-0.601430,0.765126
-0.849923,-0.043098,-0.525141
0.985852,0.159266,-0.052247
-0.915948,0.386541,-0.107823
-0.346828,0.921272,-0.175978
0.645451,-0.683622,0.340667
-0.395043,0.824089,-0.405979
-0.675620,0.184040,0.713909
0.572805,0.462682,0.676625
-0.975826,0.216568,0.029350
-0.281579,0.633769,-0.720451
0.539018,0.562955,-0.626531
0.976093,-0.185260,-0.113672
-0.133953,0.868089,-0.477993
-0.184035,0.911437,0.367985
-0.230742,-0.644071,0.729336
0.944189,0.324420,-0.057097
-0.210090,0.901434,0.378522
0.067453,0.982034,-0.176238
-0.350519,0.935857,-0.036167
-0.630020,0.764164,0.138304
0.844076,0.234327,0.482314
-0.580557,0.771744,0.259547
0.906434,-0.364138,0.213965
0.313036,0.943777,0.106268
0.915841,0.398638,0.048208
0.562452,0.795814,0.224338
0.896658,0.034043,0.441414
