0.401011,-0.916073
-0.424962,-0.905211
-0.885389,0.464851
0.069923,0.997552
-0.581449,0.813583
-0.995292,0.096921
0.122642,-0.992451
0.740873,-0.671645
0.995702,-0.092613
0.235962,-0.971762
0.532265,0.846578
0.965124,0.261794
-0.953415,-0.301661
-0.996007,0.089278
-0.728201,-0.685364
-0.134415,-0.990925
-0.984744,-0.174009
0.863449,0.504437
-0.999989,-0.004777
-0.676086,0.736823
-0.747972,0.663730
0.687892,0.725813
-0.247678,0.968842
-0.487136,-0.873326
-0.243508,-0.969899
0.928462,-0.371427
0.963570,-0.267456
0.664048,-0.747690
-0.420272,0.907398
0.863052,0.505115
-0.998951,-0.045794
0.627189,-0.778867
-0.686796,-0.726850
-0.993848,0.110752
0.999892,-0.014698
0.897071,0.441886
-0.723730,0.690083
0.268091,0.963394
-0.894178,-0.447712
0.807520,-0.589841
-0.826490,0.562952
0.994011,0.109278
-0.435806,0.900041
-0.097057,-0.995279
0.853086,0.521771
-0.605935,0.795514
-0.624315,-0.781173
0.913906,0.405926
0.888715,-0.458460
-0.051202,0.998688
-0.969685,-0.244357
0.986559,-0.163405
-0.998479,-0.055135
-0.744834,-0.667250
0.993649,-0.112525
-0.715840,-0.698264
0.981570,-0.191103
-0.522932,-0.852374
0.592912,0.805267
-0.477586,0.878585
0.290203,-0.956965
0.999993,0.003641
-0.980398,0.197027
0.862654,0.505794
-0.925475,0.378808
0.667059,-0.745005
-0.887593,-0.460628
-0.587984,-0.808873
-0.232316,0.972640
-0.974090,0.226162
0.224008,0.974587
-0.089122,0.996021
0.925311,-0.379208
0.996669,-0.081559
0.442018,0.897006
0.132447,-0.991190
0.444896,0.895582
-0.999429,0.033784
-0.512858,0.858474
0.708038,-0.706174
0.773941,-0.633258
0.182728,-0.983164
0.857675,-0.514193
0.922661,-0.385612
0.664674,0.747134
-0.905080,0.425241
-0.774587,0.632468
0.979799,-0.199984
0.897341,-0.441338
-0.965890,0.258954
0.469921,-0.882708
-0.539112,-0.842234
-0.876132,-0.482071
0.618186,0.786032
-0.257927,0.966164
-0.966819,-0.255462
0.923124,-0.384502
-0.973652,0.228038
0.032610,-0.999468
0.622898,0.782303
-0.963582,-0.267413
0.787088,0.616841
-0.495700,-0.868494
0.136059,0.990701
0.920199,0.391451
0.911412,0.411495
0.810069,0.586334
0.476175,-0.879351
0.870717,-0.491785
0.161954,-0.986798
0.016804,-0.999859
-0.548032,0.836457
-0.441979,-0.897026
-0.998713,0.050716
-0.666787,0.745249
-0.625206,-0.780460
-0.817076,-0.576530
-0.949392,0.314093
-0.749481,0.662026
-0.551767,-0.833998
0.390574,0.920571
-0.302952,0.953006
-0.840561,0.541717
-0.746405,0.665492
0.457403,-0.889260
0.083251,0.996529
-0.665174,0.746688
-0.247266,-0.968948
-0.836629,0.547770
0.479266,0.877670
0.999702,0.024431
0.914345,-0.404936
-0.924958,0.380070
0.944679,-0.327998
0.988980,-0.148052
0.997977,-0.063573
-0.724581,0.689189
0.772655,0.634826
-0.761892,0.647704
0.817596,-0.575792
-0.861489,-0.507777
-0.949037,0.315165
0.655881,0.754864
0.995335,0.096478
-0.466294,0.884630
-0.027144,0.999632
-0.985479,-0.169798
0.934557,0.355812
-0.713824,-0.700325
-0.850836,0.525431
-0.466389,-0.884580
-0.571574,0.820550
-0.946098,0.323879
-0.936540,0.350560
0.271952,0.962311
0.475676,0.879621
0.300404,-0.953812
0.948710,0.316148
-0.968044,0.250779
-0.119114,0.992881
-0.316738,-0.948513
0.610951,-0.791669
0.056511,-0.998402
-0.954142,0.299353
-0.985775,0.168071
0.769753,-0.638342
-0.995632,0.093367
-0.076266,-0.997088
-0.252663,-0.967554
0.985494,0.169710
0.439481,0.898252
0.659589,-0.751626
-0.809110,-0.587657
-0.896318,0.443413
0.960599,-0.277938
0.203470,-0.979081
0.534877,0.844930
-0.990932,0.134367
0.640914,-0.767613
-0.616742,-0.787165
-0.247218,-0.968960
-0.666559,-0.745452
-0.270598,0.962692
-0.470091,0.882618
0.630031,0.776570
-0.956236,-0.292595
0.504017,-0.863694
0.348047,0.937477
0.638134,0.769926
0.870738,0.491747
0.207378,0.978261
-0.154384,-0.988011
0.250080,-0.968225
-0.485300,0.874348
-0.433413,0.901195
-0.565293,-0.824890
0.274950,-0.961459
-0.594727,-0.803928
-0.904124,0.427270
-0.946486,-0.322744
-0.383328,-0.923612
0.627488,0.778626
0.821355,-0.570418
-0.203995,-0.978972
0.003198,-0.999995
0.947832,0.318770
0.751784,-0.659409
-0.017655,-0.999844
0.712480,-0.701692
-0.898284,0.439414
0.391966,-0.919980
0.004024,-0.999992
0.706731,0.707482
-0.875492,-0.483233
0.706767,-0.707447
0.114083,-0.993471
0.118834,-0.992914
-0.699185,-0.714940
0.940263,0.340448
0.309732,0.950824
-0.949849,-0.312709
0.018083,0.999836
0.970889,0.239530
-0.999186,-0.040331
-0.223158,0.974782
-0.769318,-0.638866
0.901889,0.431969
